,name,ratting,reviews,salaries,company_details
1979,Aster Dm Healthcare,3.8,405,2.3k,Healthcare | Dubai +35 other locations
1980,In Time Tec Visionsoft,4.1,408,2k,IT Services & Consulting | Meridian +7 other locations
1981,Serum Institute of India,4.2,405,2.7k,Biotechnology | Pune +19 other locations
1982,Deloitte Digital,3.9,404,2.8k,IT Services & Consulting | New York +18 other locations
1983,Iksula,3.5,404,2.9k,IT Services & Consulting | Mumbai +43 other locations
1984,Fena,4.1,404,1.4k,FMCG | Delhi/NCR +67 other locations
1985,Bharat Biotech International,3.1,404,1.9k,Biotechnology | Hyderabad +28 other locations
1986,Senco Gold,4.0,405,1.2k,Jewellery | Kolkata +61 other locations
1987,M Square Media,4.4,403,399,Analytics & KPO | Gurgaon / Gurugram +20 other locations
1988,ZTE Corporation,3.9,403,1.5k,Telecom | shenzhen +45 other locations
1989,Nibav Lifts,3.9,406,1k,Industrial Machinery | Chennai +31 other locations
1990,Bahwan Engineering,4.2,402,1.1k,Engineering & Construction | Ruwi +20 other locations
1991,Mahindra Integrated Business Solutions,3.5,402,2.2k,BPO | Mumbai +55 other locations
1992,Indecomm Global Services,3.8,402,3.1k,IT Services & Consulting | Edison +13 other locations
1993,FinThrive,3.8,403,1.5k,Software Product | Plano +8 other locations
1994,SIS Prosegur Holdings,3.6,401,1.2k,Law Enforcement & Security | Patna +75 other locations
1995,Paramount Health Services Tpa,3.8,401,2.1k,Insurance | Mumbai +32 other locations
1996,Anmol Industries,3.9,401,1.6k,Food Processing | Kolkata +62 other locations
1997,Central Public Works Department,4.2,401,1.4k,Government | Delhi/NCR +108 other locations
1998,Pepperfry,3.2,400,2k,Furniture & Furnishing | Mumbai +34 other locations
1999,Alcon,3.7,400,2.3k,Medical Equipment | Fort Worth +36 other locations
